a2b.night_bonus;當你的部隊抵達時，對方將有晚間防守加成！其加成為 {{BONUS}}%。
api.v1.sendTroops.noTroopsInVillage;村莊裡沒有軍隊
api.v1.sendTroops.noTroopsWereSent;軍隊被派出。請重試
api.v1.sendTroops.notEnoughTroops;村莊裡沒有足夠的軍隊。
api.v1.genericErrorMessage;一般錯誤訊息
api.unexpectedError;異常錯誤
api.v1.allianceNotFound;找不到有關的同盟
api.v1.playerNotFound;找不到有關的玩家
api.v1.villageNotFound;找不到有關的村莊
api.v1.recall.canNotSendBack;不能再取消這些部隊。
api.v1.travianPlusNeeded;你需要啟用Travian Plus。
api.invalidParameter;無效{{NAME}}參數值
api.v1.tradeRouteNotFound;找不到交易路線
api.noRights;玩家無權
api.v1.raidNotFound;找不到搶奪
api.itemNoConsumable;物品並非消耗品
api.itemCannotBeUsed;物品無法使用
api.itemNotExist;物品並不存在
api.v1.artefactNotFound;找不到工藝品
api.v1.targetNotFound;找不到目標
api.v1.messageNotFound;訊息不存在。
api.v1.noRightsToReadMessage;你沒有讀取此則訊息的權限。
api.v1.messageTemplateNotFound;找不到訊息模板
api.v1.sitterNotFound;找不到代管
api.v1.notSitting;你不是這位玩家的代管
api.v1.accuseOwnAllianceImpossible;你不能指控自己的聯盟
api.v1.accuseAllianceUnknownReason;指控聯盟的原因不明
api.v1.notificationNotFound;找不到通知
api.v1.loginError.14;未指派代管權限
api.noItemOrMaterial;道具庫中沒有物品或材料
api.noItem;道具庫內沒有任何物品
api.smeltingBlocked;熔煉受阻
api.takingItemNotPossible;目前無法取得已熔煉的物品
api.notEnoughMaterial;材料不足
api.forgingNotPossible;目前無法鍛造材料
api.v1.redeemVoucherTryAgainIn;您試過太多次。再次嘗試時間：{{TIME}}
api.noPossibleItems;無可鍛造的物品
auctions.buy;購買
auctions.sell;出售
auctions.auctionsOverview;拍賣概況
auctions.item;道具
auctions.bids;競投紀錄
auctions.finish;結束
auctions.maximumBid;最高出價
auctions.grouped;分組
auctions.back;回退
auctions.batchSize_all;所有批量大小
auctions.batchSize_1;單件物品
auctions.batchSize_n;{{BATCH}}批物品
auctions.listLayout_detailed;明細表
auctions.listLayout_compact;簡要清單
auctions.reload;重新載入
auctions.exchangeGold;金幣換銀幣
auctions.exchangeSilver;銀幣換金幣
auctions.openExchangeOffice;開啟兌換中心
auctions.exchangeOffice;兌換中心
auctions.current;目前
auctions.new;新
auctions.changeDirection;改變交換方向
auctions.itemPriceChartTitle;最近 24 小時的平均價格和銷售情況
auctions.itemPriceChartEmpty;資料不足
auctions.itemPriceChartLabel_averagePrice;平均價格
auctions.itemPriceChartLabel_sales;銷售情況
auctions.itemPriceChartXTick_now;現在
auctions.itemPriceChartXTick_hours;{{hours}} 小時
auctions.itemPriceTableLabelLowest;最低售價
auctions.itemPriceTableLabelAverage;平均售價
auctions.itemPriceTableLabelHighest;最高售價
auctions.itemListHead_item;道具
auctions.itemListHead_auctionsCount;現有拍賣
auctions.itemListHead_nextFinishAt;下一個完成
auctions.itemListHead_averagePrice;價格
auctions.itemListAuctionsCount;拍賣
auctions.itemListHead_price;價格
auctions.itemListHead_highestBidder;最高出價者
auctions.itemListEmpty;目前沒有物品
auctions.highestBidderCurrentPlayer;你
auctions.batchSizeLabel;批量大小
auctions.sellItem;出售物品
auctions.itemListSorting_currentBid;最高出價
auctions.itemListSorting_currentBidderName;最高出價者（玩家）
auctions.itemListSorting_currentBidderAllianceName;出價最高者（聯盟）
auctions.freeSilver;免費銀幣
auctions.silverBoundInAuctions;目前你的 {{AMOUNT}} 枚銀幣已被綁定在生效拍賣中
auctions.yourBids;你的出價
auctions.yourBidsDescription;你在有效和已結束拍賣中的所有出價。
auctions.soldItems;已售出物品
auctions.itemListSorting_itemName;物品名稱
auctions.startedAt;開始於
auctions.status;狀態
auctions.running;進行中
auctions.sellItems;出售物品
auctions.yourAuctions;你的拍賣
auctions.showMore;顯示更多
auctions.showLess;顯示更少
auctions.cancelAuction;取消拍賣
auctions.auctionCancelledSuccessfully;拍賣已成功取消。
auctions.timerFinished;已完成
auctions.buyItemTypeOtherAuctions;物品類型的其他拍賣
auctions.successBidPlaced;成功完成新的最高出價。
auctions.auctionsLocked;拍賣未解鎖
auctions.finishXAdventuresToUnlock;完成{{INT}}次{{ADVENTURES_LINK}}來解鎖拍賣
auctions.adventures;冒險
auctions.bidTooltipFinishXAdventuresToUnlock;與你的英雄一起完成{{INT}}次冒險來解鎖。
auctions.itemListHead_payout;付款
auctions.auctionFeeHint;拍賣行的出售必須支付手續費 {{NUMBER}}%。報酬是成交價減去拍賣手續費。
auctions.auctionFeeExampleHeadline;計算範例：
auctions.auctionFeeExampleLabelPrice;售價：
auctions.auctionFeeExampleLabelFee;拍賣手續費：
auctions.auctionFeeExampleLabelPayout;報酬：
auctions.auctionFeeSkipHint;不要再顯示此訊息
auctions.sellItemsExplanationText;按一下道具庫中的物品，即可開始 {{LINK}}。其他玩家可以出價購買。每個拍賣項目可以維持{{MAX_DURATION}}小時。
auctions.sellItemsExplanationLink;拍賣
auctions.bidExplanationText;在物品上放置 {{LINK}}，並設定最低價格。
auctions.bidExplanationLink;出價
auctions.tooltipBidHeadline;物品出價
auctions.tooltipBidBiddingProcess;出價過程：{{BR}}你可以對感興趣的物品出價。{{BR}}你的出價必須至少達到最低金額，才能超越目前的出價。
auctions.tooltipBidMaximumBidFeature;最高出價功能：{{BR}}可以輸入物品的最高預算。{{BR}}系統會自動幫你出價，最高可達設定的上限。{{BR}}你的出價只會依照維持最高出價者的需要而提高。{{BR}}競價會持續進行，直到你得標或出價超過最高預算為止。
auctions.tooltipBidAuctionDuration;拍賣持續時間：{{BR}}如果剩餘拍賣時間少於 05:00，則當最高出價者變換時，持續時間會延長至 05:00。
auctions.tooltipBidWinning;得標：{{BR}}拍賣結束時出價最高者贏得物品。
auctions.tooltipAuctionsHeadline;物品拍賣
auctions.tooltipAuctionsHowItWorks;如何運作：{{BR}}選擇要出售的物品{{BR}}發佈你的物品進行拍賣{{BR}}其他玩家出價{{BR}}拍賣結束時，出價最高者將獲得你的物品
auctions.tooltipAuctionsWhatHappensNext;接下來的情況：{{BR}}出價最高者會在時間結束時自動買下你的物品{{BR}}銀幣會在物品售出時轉移給你{{BR}}你的物品售出時會通知你
auctions.tooltipAuctionsTips;訣竅：{{BR}}在熱門遊戲時段，物品往往賣得比較好{{BR}}在玩家活動高峰期結束拍賣{{BR}}檢查同類物品以了解市場價格
auctions.itemRarity;物品稀有度
auctions.itemListHead_nextPrice;下一價格
auctions.highestBidderTooltip_self;你是出價最高者
auctions.highestBidderTooltip_allianceMember;你的聯盟成員是出價最高者
auctions.highestBidderTooltip_allianceDiplomacyWar;與你的聯盟處於交戰狀態的聯盟成員是出價最高者
bbcode.list_tag;列表
bbcode.listelement_tag;*
bbcode.bold_tag;b
bbcode.italic_tag;i
bbcode.underscore_tag;u
bbcode.coordinate_tag;x|y
bbcode.report_tag;報告
bbcode.report_not_found;找不到有關的報告
bbcode.alliance_tag;同盟
bbcode.alliance_not_found;找不到有關的同盟
bbcode.player_tag;玩家
bbcode.player_not_found;找不到有關的玩家
bbcode.troop_tag;tid
bbcode.troop_tag_hero;英雄
bbcode.color_tag;顏色
bbcode.quote_tag;quote引用
bbcode.quote_title;引用　: {{TITEL}}
bbcode.resource_tag_wood;木
bbcode.resource_tag_claim;泥
bbcode.resource_tag_iron;鐵
bbcode.resource_tag_grain;米
bbcode.buttonBold;粗體
bbcode.buttonItalic;斜體
bbcode.buttonUnderscore;下線
bbcode.buttonAlliance;同盟
bbcode.buttonPlayer;玩家
bbcode.buttonCoordinate;座標
bbcode.buttonReport;報告
bbcode.buttonResource;資源
bbcode.buttonSmilie;圖示
bbcode.buttonTroop;軍隊
bbcode.buttonPreview;預覽
bbcode.news_tag;報告
bbcode.news_not_found;找不到有關報告
bbcode.casualty_tag;損失
bbcode.stats_tag;統計
bbcode.stats_fightingPower;力量
bbcode.stats_fightingPoints;戰鬥點數
bbcode.forum_tag;論壇
bbcode.number;數量
bbcode.bb_codes;BB代碼
bbcode.report_category_not_allowed;你只可選擇戰報及偵查紀錄。
bbcode.report_no_access;你未授權查看有關報告。
bbcode.report_invalid_id;錯誤的報告編號
bbcode.urlTag;連結
bbcode.descriptionCoordinatesTag;為這些座標建立快速連結
bbcode.descriptionReportsTag;報告連結
bbcode.descriptionResourceIconTag;展示資源符號
bbcode.descriptionUrlTag;建立ＨＴＭＬ連結
bbcode.descriptionAllianceTag;聯盟連結
bbcode.descriptionPlayerTag;玩家連結
bbcode.descriptiontroopIconTag;展示兵種符號
bbcode.descriptionStatsTag;展示統計
bbcode.descriptionForumTag;展示最新的論壇主題
bbcode.descriptionNewsTag;展示最新的新聞內容
bbcode.uidTag;uid
bbcode.descriptionUidTag;鏈接至ACP裡的玩家
bbcode.aidTag;aid
bbcode.descriptionAidTag;鏈接至ACP裡的聯盟
bbcode.ipTag;ip
bbcode.descriptionIpTag;鏈接至ACP裡的IP地址
bbcode.ckeyTag;ckey
bbcode.descriptionCkeyTag;鏈接至ACP裡的Ckey
bbcode.botUidTag;bot_uid
bbcode.descriptionBotUidTag;鏈接至ACP裡的玩家（bot detection）
bbcode.resource_tag_lumber;木
bbcode.region_tag;地區
bbcode.descriptionRegionTag;連結至一個地區
bbcode.region_not_found;找不到地區
bbcode.coordinate_not_found;找不到座標
berichte.villageDoesNotExistAnymore;有關村莊已不存在。
berichte.cageNothingCaptured;這個綠洲已被遺棄。
berichte.cagesUsed;您使用 {{AMOUNT}} 籠。
berichte.nextReport;新的報告
berichte.backReport;舊的報告
berichte.markAll;選擇全部
berichte.alle;所有
berichte.handel;交易
berichte.unterstuetzung;援軍
berichte.sonstige;其他
berichte.archiv;存檔
berichte.neu;（新）
berichte.verlassenes_tal;荒廢之山谷
berichte.betreff;主題：
berichte.gesendet;送出:
berichte.keine_berichte_vorhanden;暫時沒有任何報告
berichte.zurueck;前一頁
berichte.unterstuetzt;{{NAME1}} 增援 {{NAME2}}
berichte.besucht;{{NAME1}} 探望 {{NAME2}}
berichte.beliefert;{{NAME1}} 供給 {{NAME2}}
berichte.greift_an;{{NAME1}} 攻擊 {{NAME2}}
berichte.spaeht_aus;{{NAME1}} 偵察 {{NAME2}}
berichte.aus_allianz;從公會
berichte.bestreitet_abenteuer;{{VILLAGE_NAME}} 探索 ({{X}}|{{Y}})
berichte.challengeAdventure;{{VILLAGE_NAME}} 探索 {{COORDS}}
berichte.am;在
berichte.um;@
berichte.info;資訊
berichte.unterstuetzung_wurde_angegriffen;在 {{NAME}} 的增援被攻擊
berichte.keiner_zurueckgekehrt;您的軍隊已被消滅。
berichte.keiner_zurueckgekehrt_da_gefangen;{{INT}} 單位被抓獲了
berichte.kein_spaeher_zurueckgekehrt;您的偵察兵無一生還。
berichte.zerstoert;{{NAME}} 已被毀滅
berichte.beschaedigt_von_stufe;{{NAME}} 遭到損壞，由等級 {{INT1}} 至 {{INT2}}
berichte.stufe;等級
berichte.auf_stufe;到等級
berichte.rohstoffe;資源
berichte.carry;負重
berichte.dorf_uebernommen1;在 {{NAME}} 的居民決定加入您的帝國。
berichte.dorf_uebernommen2;決定加入您的帝國。
berichte.zustimmung_von;忠誠度下降由 {{INT1}} 到 {{INT2}}
berichte.letztes_dorf_nicht_uebernehmen;最後一個村莊無法被征服。
berichte.zu_wenig_kulturpunkte;文明點不足。
berichte.raubzug_kann_zustimmung_nicht_senken;攻擊者在搶奪攻擊期間沒辦法減低忠誠度。
berichte.residenz_palast_nicht_zerstoert;行宮或皇宮未被拆毀。
berichte.tal_erobert;您的英雄已征服了這個綠洲。
berichte.dorf_del;村莊完全被毀滅了。
berichte.auf;到
berichte.gesunken;。
berichte.absender;發送人
berichte.empfaenger;收件人
berichte.aus_dorf;從村莊
berichte.im_dorf;在村莊
berichte.einheiten;軍隊
berichte.verluste;傷亡
berichte.restoreable;可回復
berichte.gefangene;俘虜
berichte.unterhalt;維持
berichte.pro_stunde;每小時
berichte.angreifer;攻擊者
berichte.verteidiger;防禦者
berichte.beute;收獲
berichte.gruesse_weihenachten;{{NAME}} 祝您有個快樂假期！
berichte.gruesse_sylvester;{{NAME}} 祝您有個快樂假期！
berichte.gruesse_ostern;{{NAME}} 祝您有個快樂假期！
berichte.xmas;聖誕節
